lectus justo,"pharetra, felis eget varius ultrices, mauris ipsum porta elit, a feugiat tellus lorem eu metus. In lorem. Donec elementum, lorem ut aliquam iaculis, lacus pede sagittis augue, eu tempor",208,6,1
quam.,"Nullam enim. Sed nulla ante, iaculis nec,",503,1,1
Cras vehicula,metus. Vivamus euismod urna.,540,7,3
nulla.,"lectus justo eu arcu. Morbi sit amet massa. Quisque porttitor eros nec tellus. Nunc lectus pede, ultrices a,",462,5,6
"Nunc mauris sapien,","pellentesque, tellus sem mollis dui, in sodales elit erat vitae",131,2,2
"vulputate, lacus. Cras","vulputate,",157,7,6
eget laoreet,"lorem eu metus. In lorem. Donec elementum, lorem ut aliquam iaculis, lacus pede sagittis augue,",583,6,6
"lorem. Donec elementum,","ac mattis ornare, lectus ante dictum mi, ac mattis velit justo nec ante. Maecenas mi felis, adipiscing",594,3,5
"ut, molestie",egestas. Fusce aliquet magna a neque. Nullam ut nisi a odio semper cursus. Integer mollis. Integer tincidunt aliquam arcu. Aliquam ultrices iaculis odio. Nam interdum,453,7,7
ipsum,"vel, venenatis vel, faucibus id, libero. Donec consectetuer mauris id sapien. Cras dolor dolor, tempus non, lacinia at, iaculis quis, pede. Praesent eu dui. Cum sociis natoque penatibus et magnis",125,3,3
eget,"nec quam. Curabitur vel lectus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Donec",110,10,4
"Mauris vestibulum, neque",vel nisl. Quisque fringilla euismod enim. Etiam gravida molestie arcu. Sed eu nibh vulputate mauris sagittis placerat. Cras dictum ultricies ligula.,116,4,6
semper,in,181,8,1
congue,"id ante dictum cursus. Nunc mauris elit, dictum eu, eleifend nec, malesuada ut, sem. Nulla",88,10,4
torquent per conubia,Phasellus ornare. Fusce,416,6,5
"mi pede, nonummy",eu dui. Cum,506,10,3
pede,"a, facilisis non, bibendum sed, est. Nunc laoreet lectus quis massa. Mauris vestibulum, neque sed dictum eleifend, nunc risus varius orci, in consequat enim diam vel arcu.",247,7,1
risus. Nunc,Aliquam erat volutpat. Nulla dignissim. Maecenas ornare egestas ligula. Nullam feugiat placerat velit. Quisque,535,10,6
In at pede.,"purus, in molestie tortor nibh sit amet orci. Ut sagittis lobortis mauris. Suspendisse aliquet molestie tellus. Aenean egestas",191,1,1
pellentesque,"Suspendisse aliquet, sem ut cursus luctus, ipsum leo elementum sem, vitae aliquam eros turpis non enim. Mauris quis turpis vitae",79,8,7
nec mauris,"dictum mi, ac mattis velit justo nec ante. Maecenas mi felis, adipiscing fringilla, porttitor vulputate, posuere vulputate, lacus. Cras interdum.",138,1,5
ipsum nunc id,a tortor. Nunc commodo auctor velit. Aliquam nisl. Nulla eu neque pellentesque,235,7,5
purus.,"a,",270,8,5
in consequat enim,Nullam velit,461,9,1
amet ultricies,ac turpis egestas. Aliquam fringilla cursus purus. Nullam scelerisque neque sed sem egestas blandit. Nam nulla,78,6,6
dui,tempor diam dictum sapien. Aenean massa. Integer vitae nibh. Donec est,22,9,7
risus. Morbi metus.,"rutrum eu, ultrices sit amet,",24,7,7
turpis non enim.,"vel, faucibus id, libero. Donec consectetuer mauris id sapien. Cras dolor dolor, tempus non, lacinia at, iaculis quis, pede. Praesent eu dui. Cum sociis",422,10,5
arcu. Aliquam ultrices,"lacus. Quisque imperdiet, erat nonummy ultricies ornare, elit elit fermentum risus, at fringilla purus mauris a nunc. In at pede. Cras vulputate velit eu sem.",65,5,2
lacus. Quisque,"Donec nibh enim, gravida sit amet, dapibus id, blandit at, nisi. Cum sociis natoque penatibus et magnis dis parturient",271,1,5
erat,"mollis vitae, posuere at, velit. Cras lorem lorem, luctus ut, pellentesque eget, dictum placerat, augue. Sed molestie. Sed id risus quis diam luctus lobortis.",318,8,1
dolor. Fusce,amet orci. Ut sagittis lobortis mauris. Suspendisse aliquet molestie tellus. Aenean egestas hendrerit neque. In ornare sagittis,69,8,7
metus,"Integer vitae nibh. Donec est mauris, rhoncus id, mollis nec, cursus a, enim. Suspendisse aliquet, sem ut cursus luctus,",477,7,1
"elementum, lorem","euismod ac, fermentum",131,5,5
Vestibulum,"sem ut dolor dapibus gravida. Aliquam tincidunt, nunc ac mattis ornare, lectus ante dictum mi, ac mattis velit justo nec ante. Maecenas mi felis, adipiscing fringilla,",311,9,1
ac urna. Ut,"a, malesuada id, erat. Etiam vestibulum massa rutrum magna. Cras convallis convallis dolor. Quisque tincidunt pede ac urna. Ut tincidunt vehicula risus. Nulla eget metus eu",55,7,2
lectus pede,augue ac ipsum. Phasellus vitae mauris sit amet lorem semper auctor. Mauris vel turpis. Aliquam adipiscing lobortis risus. In,256,1,4
aliquam arcu. Aliquam,nascetur ridiculus mus. Proin vel arcu eu odio tristique pharetra. Quisque ac libero nec ligula consectetuer rhoncus. Nullam velit,557,5,6
